
'A & N ISLANDS' ,'ANDHRA PRADESH' ,'ARUNACHAL PRADESH' ,'ASSAM' ,'BIHAR' ,'CHANDIGARH' ,'CHHATTISGARH' ,'D & N HAVELI' ,'DAMAN & DIU' ,'DELHI (UT)' ,'GOA' ,'GUJARAT' ,'HARYANA' ,'HIMACHAL PRADESH' ,'JAMMU & KASHMIR' ,'JHARKHAND' ,'KARNATAKA' ,'KERALA' ,'LAKSHADWEEP' ,'MADHYA PRADESH' ,'MAHARASHTRA' ,'MANIPUR' ,'MEGHALAYA' ,'MIZORAM' ,'NAGALAND' ,'ODISHA' ,'PUDUCHERRY' ,'PUNJAB' ,'RAJASTHAN' ,'SIKKIM' ,'TAMIL NADU' ,'TRIPURA' ,'UTTAR PRADESH' ,'UTTARAKHAND', 'WEST BENGAL' 
4.441216267485482, 75.76227778000121, 31.602935866140548, 52.61493224139879, 36.54468322321801, 12.329848439829782, 80.96138805166831, 27.854230864929143, 49.347359052587464, 79.55944183348153, 1.4545959025788593, 88.81388407022936, 78.49797023108526, 59.36884444457051, 67.43426759913784, 86.15123095702076, 44.819817462771944, 88.41115139478747, 1.4985014985015255, 61.09632758243136, 42.488419681846715, 0.23118957545187335, 66.06283163611239, 32.519767403582875, 1.89474753445098, 43.700182063293745, 13.498667365814065, 87.28715258972285, 74.3941990699204, 55.08628130600081, 91.41143924306596, 15.75911833673127, 28.186859048328227, 0.25323717425927983, 2.8464343515718915
