Age_group,State,Gender,Year,Total
0-14,ARUNACHAL PRADESH,Female,2004,12
0-14,ARUNACHAL PRADESH,Female,2005,0
0-14,ARUNACHAL PRADESH,Female,2006,9
0-14,ARUNACHAL PRADESH,Female,2007,15
0-14,ARUNACHAL PRADESH,Female,2008,0
0-14,ARUNACHAL PRADESH,Female,2009,0
0-14,ARUNACHAL PRADESH,Female,2010,12
0-14,ARUNACHAL PRADESH,Female,2011,15
0-14,ARUNACHAL PRADESH,Female,2012,0
0-14,ARUNACHAL PRADESH,Male,2001,6
0-14,ARUNACHAL PRADESH,Male,2002,3
0-14,ARUNACHAL PRADESH,Male,2003,9
0-14,ARUNACHAL PRADESH,Male,2004,3
0-14,ARUNACHAL PRADESH,Male,2005,0
0-14,ARUNACHAL PRADESH,Male,2006,3
0-14,ARUNACHAL PRADESH,Male,2007,6
0-14,ARUNACHAL PRADESH,Male,2008,6
0-14,ARUNACHAL PRADESH,Male,2009,6
0-14,ARUNACHAL PRADESH,Male,2010,12
0-14,ARUNACHAL PRADESH,Male,2011,12
0-14,ARUNACHAL PRADESH,Male,2012,3
0-14,ASSAM,Female,2001,52
0-14,ASSAM,Female,2002,72
0-14,ASSAM,Female,2003,144
0-14,ASSAM,Female,2004,54
0-14,ASSAM,Female,2005,111
0-14,ASSAM,Female,2006,96
0-14,ASSAM,Female,2007,99
0-14,ASSAM,Female,2008,51
0-14,ASSAM,Female,2009,72
0-14,ASSAM,Female,2010,96
0-14,ASSAM,Female,2011,30
0-14,ASSAM,Female,2012,48
0-14,ASSAM,Male,2001,105
0-14,ASSAM,Male,2002,69
0-14,ASSAM,Male,2003,183
0-14,ASSAM,Male,2004,123
0-14,ASSAM,Male,2005,108
0-14,ASSAM,Male,2006,132
0-14,ASSAM,Male,2007,114
0-14,ASSAM,Male,2008,84
0-14,ASSAM,Male,2009,81
0-14,ASSAM,Male,2010,102
0-14,ASSAM,Male,2011,60
0-14,ASSAM,Male,2012,111
0-14,BIHAR,Female,2001,42
0-14,BIHAR,Female,2002,39
0-14,BIHAR,Female,2003,45
0-14,BIHAR,Female,2004,27
0-14,BIHAR,Female,2005,15
0-14,BIHAR,Female,2006,72
0-14,BIHAR,Female,2007,132
0-14,BIHAR,Female,2008,99
0-14,BIHAR,Female,2009,75
0-14,BIHAR,Female,2010,162
0-14,BIHAR,Female,2011,123
0-14,BIHAR,Female,2012,18
0-14,BIHAR,Male,2001,24
0-14,BIHAR,Male,2002,69
0-14,BIHAR,Male,2003,147
0-14,BIHAR,Male,2004,48
0-14,BIHAR,Male,2005,42
0-14,BIHAR,Male,2006,84
0-14,BIHAR,Male,2007,99
0-14,BIHAR,Male,2008,105
0-14,BIHAR,Male,2009,66
0-14,BIHAR,Male,2010,120
0-14,BIHAR,Male,2011,48
0-14,BIHAR,Male,2012,15
0-14,CHANDIGARH,Female,2001,0
0-14,CHANDIGARH,Female,2002,3
0-14,CHANDIGARH,Female,2003,3
0-14,CHANDIGARH,Female,2004,0
0-14,CHANDIGARH,Female,2005,3
0-14,CHANDIGARH,Female,2006,6
0-14,CHANDIGARH,Female,2007,0
0-14,CHANDIGARH,Female,2008,0
0-14,CHANDIGARH,Female,2009,3
0-14,CHANDIGARH,Female,2010,6
0-14,CHANDIGARH,Female,2011,0
0-14,CHANDIGARH,Female,2012,3
0-14,CHANDIGARH,Male,2001,0
0-14,CHANDIGARH,Male,2002,3
0-14,CHANDIGARH,Male,2003,0
0-14,CHANDIGARH,Male,2004,0
0-14,CHANDIGARH,Male,2005,6
0-14,CHANDIGARH,Male,2006,0
0-14,CHANDIGARH,Male,2007,6
0-14,CHANDIGARH,Male,2008,0
0-14,CHANDIGARH,Male,2009,0
0-14,CHANDIGARH,Male,2010,0
0-14,CHANDIGARH,Male,2011,0
0-14,CHANDIGARH,Male,2012,6
0-14,CHHATTISGARH,Female,2001,147
0-14,CHHATTISGARH,Female,2002,186
0-14,CHHATTISGARH,Female,2003,318
0-14,CHHATTISGARH,Female,2004,276
0-14,CHHATTISGARH,Female,2005,219
0-14,CHHATTISGARH,Female,2006,288
0-14,CHHATTISGARH,Female,2007,177
0-14,CHHATTISGARH,Female,2008,246
0-14,CHHATTISGARH,Female,2009,228
0-14,CHHATTISGARH,Female,2010,174
0-14,CHHATTISGARH,Female,2011,258
0-14,CHHATTISGARH,Female,2012,234
0-14,CHHATTISGARH,Male,2001,132
0-14,CHHATTISGARH,Male,2002,255
0-14,CHHATTISGARH,Male,2003,309
0-14,CHHATTISGARH,Male,2004,231
0-14,CHHATTISGARH,Male,2005,480
0-14,CHHATTISGARH,Male,2006,336
0-14,CHHATTISGARH,Male,2007,234
0-14,CHHATTISGARH,Male,2008,195
0-14,CHHATTISGARH,Male,2009,312
0-14,CHHATTISGARH,Male,2010,330
0-14,CHHATTISGARH,Male,2011,306
0-14,CHHATTISGARH,Male,2012,249
0-14,D & N HAVELI,Female,2001,3
0-14,D & N HAVELI,Female,2002,0
0-14,D & N HAVELI,Female,2003,0
0-14,D & N HAVELI,Female,2004,0
0-14,D & N HAVELI,Female,2005,0
0-14,D & N HAVELI,Female,2006,3
0-14,D & N HAVELI,Female,2007,0
0-14,D & N HAVELI,Female,2008,0
0-14,D & N HAVELI,Female,2009,0
0-14,D & N HAVELI,Female,2010,0
0-14,D & N HAVELI,Female,2011,0
0-14,D & N HAVELI,Female,2012,0
0-14,D & N HAVELI,Male,2001,0
0-14,D & N HAVELI,Male,2002,3
0-14,D & N HAVELI,Male,2003,6
0-14,D & N HAVELI,Male,2004,0
0-14,D & N HAVELI,Male,2005,0
0-14,D & N HAVELI,Male,2006,0
0-14,D & N HAVELI,Male,2007,0
0-14,D & N HAVELI,Male,2008,3
0-14,D & N HAVELI,Male,2009,0
0-14,D & N HAVELI,Male,2010,0
0-14,D & N HAVELI,Male,2011,0
0-14,D & N HAVELI,Male,2012,0
0-14,DAMAN & DIU,Female,2001,0
0-14,DAMAN & DIU,Female,2002,0
0-14,DAMAN & DIU,Female,2003,0
0-14,DAMAN & DIU,Female,2004,0
0-14,DAMAN & DIU,Female,2005,0
0-14,DAMAN & DIU,Female,2006,9
0-14,DAMAN & DIU,Female,2007,0
0-14,DAMAN & DIU,Female,2008,0
0-14,DAMAN & DIU,Female,2009,3
0-14,DAMAN & DIU,Female,2010,0
0-14,DAMAN & DIU,Female,2011,0
0-14,DAMAN & DIU,Female,2012,3
0-14,DAMAN & DIU,Male,2001,0
0-14,DAMAN & DIU,Male,2002,0
0-14,DAMAN & DIU,Male,2003,3
0-14,DAMAN & DIU,Male,2004,0
0-14,DAMAN & DIU,Male,2005,3
0-14,DAMAN & DIU,Male,2006,0
0-14,DAMAN & DIU,Male,2007,0
0-14,DAMAN & DIU,Male,2008,0
0-14,DAMAN & DIU,Male,2009,0
0-14,DAMAN & DIU,Male,2010,9
0-14,DAMAN & DIU,Male,2011,3
0-14,DAMAN & DIU,Male,2012,0
0-14,DELHI (UT),Female,2001,84
0-14,DELHI (UT),Female,2002,48
0-14,DELHI (UT),Female,2003,57
0-14,DELHI (UT),Female,2004,51
0-14,DELHI (UT),Female,2005,39
0-14,DELHI (UT),Female,2006,48
0-14,DELHI (UT),Female,2007,45
0-14,DELHI (UT),Female,2008,54
0-14,DELHI (UT),Female,2009,57
0-14,DELHI (UT),Female,2010,72
0-14,DELHI (UT),Female,2011,57
0-14,DELHI (UT),Female,2012,93
0-14,DELHI (UT),Male,2001,45
0-14,DELHI (UT),Male,2002,45
0-14,DELHI (UT),Male,2003,54
0-14,DELHI (UT),Male,2004,56
0-14,DELHI (UT),Male,2005,24
0-14,DELHI (UT),Male,2006,27
0-14,DELHI (UT),Male,2007,39
0-14,DELHI (UT),Male,2008,48
0-14,DELHI (UT),Male,2009,45
0-14,DELHI (UT),Male,2010,48
0-14,DELHI (UT),Male,2011,54
0-14,DELHI (UT),Male,2012,78
0-14,GOA,Female,2001,9
0-14,GOA,Female,2002,6
0-14,GOA,Female,2003,12
0-14,GOA,Female,2004,15
0-14,GOA,Female,2005,6
0-14,GOA,Female,2006,18
0-14,GOA,Female,2007,6
0-14,GOA,Female,2008,9
0-14,GOA,Female,2009,6
0-14,GOA,Female,2010,9
0-14,GOA,Female,2011,9
0-14,GOA,Female,2012,9
0-14,GOA,Male,2001,0
0-14,GOA,Male,2002,0
0-14,GOA,Male,2003,0
0-14,GOA,Male,2004,18
0-14,GOA,Male,2005,6
0-14,GOA,Male,2006,3
0-14,GOA,Male,2007,3
0-14,GOA,Male,2008,0
0-14,GOA,Male,2009,3
0-14,GOA,Male,2010,6
0-14,GOA,Male,2011,15
0-14,GOA,Male,2012,15
0-14,GUJARAT,Female,2001,174
0-14,GUJARAT,Female,2002,113
0-14,GUJARAT,Female,2003,129
0-14,GUJARAT,Female,2004,82
0-14,GUJARAT,Female,2005,99
0-14,GUJARAT,Female,2006,81
0-14,GUJARAT,Female,2007,105
0-14,GUJARAT,Female,2008,117
0-14,GUJARAT,Female,2009,89
0-14,GUJARAT,Female,2010,126
0-14,GUJARAT,Female,2011,159
0-14,GUJARAT,Female,2012,171
0-14,GUJARAT,Male,2001,120
0-14,GUJARAT,Male,2002,75
0-14,GUJARAT,Male,2003,66
0-14,GUJARAT,Male,2004,102
0-14,GUJARAT,Male,2005,75
0-14,GUJARAT,Male,2006,90
0-14,GUJARAT,Male,2007,99
0-14,GUJARAT,Male,2008,75
0-14,GUJARAT,Male,2009,81
0-14,GUJARAT,Male,2010,111
0-14,GUJARAT,Male,2011,105
0-14,GUJARAT,Male,2012,156
0-14,HARYANA,Female,2001,60
0-14,HARYANA,Female,2002,60
0-14,HARYANA,Female,2003,75
0-14,HARYANA,Female,2004,66
0-14,HARYANA,Female,2005,45
0-14,HARYANA,Female,2006,63
0-14,HARYANA,Female,2007,24
0-14,HARYANA,Female,2008,117
0-14,HARYANA,Female,2009,102
0-14,HARYANA,Female,2010,51
0-14,HARYANA,Female,2011,75
0-14,HARYANA,Female,2012,84
0-14,HARYANA,Male,2001,102
0-14,HARYANA,Male,2002,108
0-14,HARYANA,Male,2003,102
0-14,HARYANA,Male,2004,102
0-14,HARYANA,Male,2005,84
0-14,HARYANA,Male,2006,75
0-14,HARYANA,Male,2007,84
0-14,HARYANA,Male,2008,141
0-14,HARYANA,Male,2009,114
0-14,HARYANA,Male,2010,72
0-14,HARYANA,Male,2011,210
0-14,HARYANA,Male,2012,129
0-14,HIMACHAL PRADESH,Female,2001,9
0-14,HIMACHAL PRADESH,Female,2002,9
0-14,HIMACHAL PRADESH,Female,2003,15
0-14,HIMACHAL PRADESH,Female,2004,12
0-14,HIMACHAL PRADESH,Female,2005,3
0-14,HIMACHAL PRADESH,Female,2006,3
0-14,HIMACHAL PRADESH,Female,2007,0
0-14,HIMACHAL PRADESH,Female,2008,30
0-14,HIMACHAL PRADESH,Female,2009,33
0-14,HIMACHAL PRADESH,Female,2010,12
0-14,HIMACHAL PRADESH,Female,2011,14
0-14,HIMACHAL PRADESH,Female,2012,18
0-14,HIMACHAL PRADESH,Male,2001,3
0-14,HIMACHAL PRADESH,Male,2002,12
0-14,HIMACHAL PRADESH,Male,2003,6
0-14,HIMACHAL PRADESH,Male,2004,15
0-14,HIMACHAL PRADESH,Male,2005,6
0-14,HIMACHAL PRADESH,Male,2006,12
0-14,HIMACHAL PRADESH,Male,2007,6
0-14,HIMACHAL PRADESH,Male,2008,18
0-14,HIMACHAL PRADESH,Male,2009,15
0-14,HIMACHAL PRADESH,Male,2010,24
0-14,HIMACHAL PRADESH,Male,2011,15
0-14,HIMACHAL PRADESH,Male,2012,30
0-14,JAMMU & KASHMIR,Female,2001,6
0-14,JAMMU & KASHMIR,Female,2002,0
0-14,JAMMU & KASHMIR,Female,2003,15
0-14,JAMMU & KASHMIR,Female,2004,0
0-14,JAMMU & KASHMIR,Female,2005,12
0-14,JAMMU & KASHMIR,Female,2006,0
0-14,JAMMU & KASHMIR,Female,2007,0
0-14,JAMMU & KASHMIR,Female,2008,3
0-14,JAMMU & KASHMIR,Female,2009,6
0-14,JAMMU & KASHMIR,Female,2010,9
0-14,JAMMU & KASHMIR,Female,2011,15
0-14,JAMMU & KASHMIR,Female,2012,6
0-14,JAMMU & KASHMIR,Male,2001,6
0-14,JAMMU & KASHMIR,Male,2002,12
0-14,JAMMU & KASHMIR,Male,2003,3
0-14,JAMMU & KASHMIR,Male,2004,0
0-14,JAMMU & KASHMIR,Male,2005,9
0-14,JAMMU & KASHMIR,Male,2006,3
0-14,JAMMU & KASHMIR,Male,2007,0
0-14,JAMMU & KASHMIR,Male,2008,3
0-14,JAMMU & KASHMIR,Male,2009,0
0-14,JAMMU & KASHMIR,Male,2010,9
0-14,JAMMU & KASHMIR,Male,2011,12
0-14,JAMMU & KASHMIR,Male,2012,6
0-14,JHARKHAND,Female,2001,15
0-14,JHARKHAND,Female,2002,12
0-14,JHARKHAND,Female,2003,12
0-14,JHARKHAND,Female,2004,12
0-14,JHARKHAND,Female,2005,39
0-14,JHARKHAND,Female,2006,45
0-14,JHARKHAND,Female,2007,66
0-14,JHARKHAND,Female,2008,93
0-14,JHARKHAND,Female,2009,66
0-14,JHARKHAND,Female,2010,48
0-14,JHARKHAND,Female,2011,54
0-14,JHARKHAND,Female,2012,102
0-14,JHARKHAND,Male,2001,12
0-14,JHARKHAND,Male,2002,27
0-14,JHARKHAND,Male,2003,27
0-14,JHARKHAND,Male,2004,27
0-14,JHARKHAND,Male,2005,24
0-14,JHARKHAND,Male,2006,63
0-14,JHARKHAND,Male,2007,138
0-14,JHARKHAND,Male,2008,60
0-14,JHARKHAND,Male,2009,48
0-14,JHARKHAND,Male,2010,252
0-14,JHARKHAND,Male,2011,39
0-14,JHARKHAND,Male,2012,69
0-14,KARNATAKA,Female,2001,552
0-14,KARNATAKA,Female,2002,612
0-14,KARNATAKA,Female,2003,462
0-14,KARNATAKA,Female,2004,438
0-14,KARNATAKA,Female,2005,261
0-14,KARNATAKA,Female,2006,393
0-14,KARNATAKA,Female,2007,381
0-14,KARNATAKA,Female,2008,240
0-14,KARNATAKA,Female,2009,489
0-14,KARNATAKA,Female,2010,504
0-14,KARNATAKA,Female,2011,264
0-14,KARNATAKA,Female,2012,234
0-14,KARNATAKA,Male,2001,540
0-14,KARNATAKA,Male,2002,363
0-14,KARNATAKA,Male,2003,426
0-14,KARNATAKA,Male,2004,477
0-14,KARNATAKA,Male,2005,312
0-14,KARNATAKA,Male,2006,453
0-14,KARNATAKA,Male,2007,327
0-14,KARNATAKA,Male,2008,162
0-14,KARNATAKA,Male,2009,609
0-14,KARNATAKA,Male,2010,261
0-14,KARNATAKA,Male,2011,660
0-14,KARNATAKA,Male,2012,234
0-14,KERALA,Female,2001,144
0-14,KERALA,Female,2002,195
0-14,KERALA,Female,2003,147
0-14,KERALA,Female,2004,159
0-14,KERALA,Female,2005,150
0-14,KERALA,Female,2006,180
0-14,KERALA,Female,2007,129
0-14,KERALA,Female,2008,126
0-14,KERALA,Female,2009,90
0-14,KERALA,Female,2010,138
0-14,KERALA,Female,2011,106
0-14,KERALA,Female,2012,90
0-14,KERALA,Male,2001,129
0-14,KERALA,Male,2002,162
0-14,KERALA,Male,2003,150
0-14,KERALA,Male,2004,144
0-14,KERALA,Male,2005,138
0-14,KERALA,Male,2006,162
0-14,KERALA,Male,2007,144
0-14,KERALA,Male,2008,78
0-14,KERALA,Male,2009,114
0-14,KERALA,Male,2010,192
0-14,KERALA,Male,2011,87
0-14,KERALA,Male,2012,93
0-14,LAKSHADWEEP,Female,2001,0
0-14,LAKSHADWEEP,Female,2002,0
0-14,LAKSHADWEEP,Female,2003,0
0-14,LAKSHADWEEP,Female,2004,0
0-14,LAKSHADWEEP,Female,2005,0
0-14,LAKSHADWEEP,Female,2006,0
0-14,LAKSHADWEEP,Female,2007,0
0-14,LAKSHADWEEP,Female,2008,0
0-14,LAKSHADWEEP,Female,2009,0
0-14,LAKSHADWEEP,Female,2010,0
0-14,LAKSHADWEEP,Female,2011,0
0-14,LAKSHADWEEP,Female,2012,0
0-14,LAKSHADWEEP,Male,2001,0
0-14,LAKSHADWEEP,Male,2002,0
0-14,LAKSHADWEEP,Male,2003,0
0-14,LAKSHADWEEP,Male,2004,0
0-14,LAKSHADWEEP,Male,2005,0
0-14,LAKSHADWEEP,Male,2006,0
0-14,LAKSHADWEEP,Male,2007,0
0-14,LAKSHADWEEP,Male,2008,0
0-14,LAKSHADWEEP,Male,2009,0
0-14,LAKSHADWEEP,Male,2010,0
0-14,LAKSHADWEEP,Male,2011,0
0-14,LAKSHADWEEP,Male,2012,0
0-14,MADHYA PRADESH,Female,2001,345
0-14,MADHYA PRADESH,Female,2002,270
0-14,MADHYA PRADESH,Female,2003,267
0-14,MADHYA PRADESH,Female,2004,330
0-14,MADHYA PRADESH,Female,2005,234
0-14,MADHYA PRADESH,Female,2006,249
0-14,MADHYA PRADESH,Female,2007,336
0-14,MADHYA PRADESH,Female,2008,240
0-14,MADHYA PRADESH,Female,2009,726
0-14,MADHYA PRADESH,Female,2010,483
0-14,MADHYA PRADESH,Female,2011,489
0-14,MADHYA PRADESH,Female,2012,402
0-14,MADHYA PRADESH,Male,2001,390
0-14,MADHYA PRADESH,Male,2002,276
0-14,MADHYA PRADESH,Male,2003,282
0-14,MADHYA PRADESH,Male,2004,327
0-14,MADHYA PRADESH,Male,2005,249
0-14,MADHYA PRADESH,Male,2006,288
0-14,MADHYA PRADESH,Male,2007,279
0-14,MADHYA PRADESH,Male,2008,225
0-14,MADHYA PRADESH,Male,2009,798
0-14,MADHYA PRADESH,Male,2010,645
0-14,MADHYA PRADESH,Male,2011,468
0-14,MADHYA PRADESH,Male,2012,432
0-14,MAHARASHTRA,Female,2001,399
0-14,MAHARASHTRA,Female,2002,330
0-14,MAHARASHTRA,Female,2003,276
0-14,MAHARASHTRA,Female,2004,279
0-14,MAHARASHTRA,Female,2005,237
0-14,MAHARASHTRA,Female,2006,255
0-14,MAHARASHTRA,Female,2007,222
0-14,MAHARASHTRA,Female,2008,222
0-14,MAHARASHTRA,Female,2009,165
0-14,MAHARASHTRA,Female,2010,285
0-14,MAHARASHTRA,Female,2011,240
0-14,MAHARASHTRA,Female,2012,249
0-14,MAHARASHTRA,Male,2001,384
0-14,MAHARASHTRA,Male,2002,306
0-14,MAHARASHTRA,Male,2003,297
0-14,MAHARASHTRA,Male,2004,261
0-14,MAHARASHTRA,Male,2005,225
0-14,MAHARASHTRA,Male,2006,204
0-14,MAHARASHTRA,Male,2007,126
0-14,MAHARASHTRA,Male,2008,141
0-14,MAHARASHTRA,Male,2009,144
0-14,MAHARASHTRA,Male,2010,147
0-14,MAHARASHTRA,Male,2011,138
0-14,MAHARASHTRA,Male,2012,219
0-14,MANIPUR,Female,2001,0
0-14,MANIPUR,Female,2002,0
0-14,MANIPUR,Female,2003,0
0-14,MANIPUR,Female,2004,3
0-14,MANIPUR,Female,2005,0
0-14,MANIPUR,Female,2006,0
0-14,MANIPUR,Female,2007,0
0-14,MANIPUR,Female,2008,3
0-14,MANIPUR,Female,2009,0
0-14,MANIPUR,Female,2010,0
0-14,MANIPUR,Female,2011,0
0-14,MANIPUR,Female,2012,3
0-14,MANIPUR,Male,2001,3
0-14,MANIPUR,Male,2002,0
0-14,MANIPUR,Male,2003,0
0-14,MANIPUR,Male,2004,0
0-14,MANIPUR,Male,2005,0
0-14,MANIPUR,Male,2006,0
0-14,MANIPUR,Male,2007,3
0-14,MANIPUR,Male,2008,0
0-14,MANIPUR,Male,2009,0
0-14,MANIPUR,Male,2010,0
0-14,MANIPUR,Male,2011,0
0-14,MANIPUR,Male,2012,0
0-14,MEGHALAYA,Female,2001,0
0-14,MEGHALAYA,Female,2002,6
0-14,MEGHALAYA,Female,2003,3
0-14,MEGHALAYA,Female,2004,0
0-14,MEGHALAYA,Female,2005,0
0-14,MEGHALAYA,Female,2006,3
0-14,MEGHALAYA,Female,2007,0
0-14,MEGHALAYA,Female,2008,3
0-14,MEGHALAYA,Female,2009,3
0-14,MEGHALAYA,Female,2010,3
0-14,MEGHALAYA,Female,2011,3
0-14,MEGHALAYA,Female,2012,6
0-14,MEGHALAYA,Male,2001,3
0-14,MEGHALAYA,Male,2002,9
0-14,MEGHALAYA,Male,2003,9
0-14,MEGHALAYA,Male,2004,0
0-14,MEGHALAYA,Male,2005,9
0-14,MEGHALAYA,Male,2006,3
0-14,MEGHALAYA,Male,2007,3
0-14,MEGHALAYA,Male,2008,0
0-14,MEGHALAYA,Male,2009,3
0-14,MEGHALAYA,Male,2010,6
0-14,MEGHALAYA,Male,2011,12
0-14,MEGHALAYA,Male,2012,9
0-14,MIZORAM,Female,2001,0
0-14,MIZORAM,Female,2002,0
0-14,MIZORAM,Female,2003,0
0-14,MIZORAM,Female,2004,0
0-14,MIZORAM,Female,2005,0
0-14,MIZORAM,Female,2006,0
0-14,MIZORAM,Female,2007,0
0-14,MIZORAM,Female,2008,0
0-14,MIZORAM,Female,2009,0
0-14,MIZORAM,Female,2010,0
0-14,MIZORAM,Female,2011,0
0-14,MIZORAM,Female,2012,9
0-14,MIZORAM,Male,2001,21
0-14,MIZORAM,Male,2002,0
0-14,MIZORAM,Male,2003,3
0-14,MIZORAM,Male,2004,0
0-14,MIZORAM,Male,2005,6
0-14,MIZORAM,Male,2006,0
0-14,MIZORAM,Male,2007,3
0-14,MIZORAM,Male,2008,0
0-14,MIZORAM,Male,2009,3
0-14,MIZORAM,Male,2010,12
0-14,MIZORAM,Male,2011,6
0-14,MIZORAM,Male,2012,21
0-14,NAGALAND,Female,2001,0
0-14,NAGALAND,Female,2002,6
0-14,NAGALAND,Female,2003,0
0-14,NAGALAND,Female,2004,0
0-14,NAGALAND,Female,2005,0
0-14,NAGALAND,Female,2006,0
0-14,NAGALAND,Female,2007,0
0-14,NAGALAND,Female,2008,0
0-14,NAGALAND,Female,2009,0
0-14,NAGALAND,Female,2010,0
0-14,NAGALAND,Female,2011,0
0-14,NAGALAND,Female,2012,3
0-14,NAGALAND,Male,2001,0
0-14,NAGALAND,Male,2002,3
0-14,NAGALAND,Male,2003,0
0-14,NAGALAND,Male,2004,0
0-14,NAGALAND,Male,2005,0
0-14,NAGALAND,Male,2006,3
0-14,NAGALAND,Male,2007,0
0-14,NAGALAND,Male,2008,0
0-14,NAGALAND,Male,2009,6
0-14,NAGALAND,Male,2010,0
0-14,NAGALAND,Male,2011,0
0-14,NAGALAND,Male,2012,0
0-14,ODISHA,Female,2001,186
0-14,ODISHA,Female,2002,207
0-14,ODISHA,Female,2003,138
0-14,ODISHA,Female,2004,237
0-14,ODISHA,Female,2005,180
0-14,ODISHA,Female,2006,177
0-14,ODISHA,Female,2007,210
0-14,ODISHA,Female,2008,165
0-14,ODISHA,Female,2009,201
0-14,ODISHA,Female,2010,231
0-14,ODISHA,Female,2011,363
0-14,ODISHA,Female,2012,429
0-14,ODISHA,Male,2001,102
0-14,ODISHA,Male,2002,165
0-14,ODISHA,Male,2003,201
0-14,ODISHA,Male,2004,252
0-14,ODISHA,Male,2005,174
0-14,ODISHA,Male,2006,129
0-14,ODISHA,Male,2007,231
0-14,ODISHA,Male,2008,342
0-14,ODISHA,Male,2009,207
0-14,ODISHA,Male,2010,297
0-14,ODISHA,Male,2011,432
0-14,ODISHA,Male,2012,432
0-14,PUDUCHERRY,Female,2001,18
0-14,PUDUCHERRY,Female,2002,9
0-14,PUDUCHERRY,Female,2003,0
0-14,PUDUCHERRY,Female,2004,12
0-14,PUDUCHERRY,Female,2005,6
0-14,PUDUCHERRY,Female,2006,24
0-14,PUDUCHERRY,Female,2007,18
0-14,PUDUCHERRY,Female,2008,0
0-14,PUDUCHERRY,Female,2009,12
0-14,PUDUCHERRY,Female,2010,9
0-14,PUDUCHERRY,Female,2011,21
0-14,PUDUCHERRY,Female,2012,12
0-14,PUDUCHERRY,Male,2001,6
0-14,PUDUCHERRY,Male,2002,15
0-14,PUDUCHERRY,Male,2003,12
0-14,PUDUCHERRY,Male,2004,3
0-14,PUDUCHERRY,Male,2005,3
0-14,PUDUCHERRY,Male,2006,15
0-14,PUDUCHERRY,Male,2007,6
0-14,PUDUCHERRY,Male,2008,6
0-14,PUDUCHERRY,Male,2009,6
0-14,PUDUCHERRY,Male,2010,6
0-14,PUDUCHERRY,Male,2011,6
0-14,PUDUCHERRY,Male,2012,3
0-14,PUNJAB,Female,2001,0
0-14,PUNJAB,Female,2002,6
0-14,PUNJAB,Female,2003,15
0-14,PUNJAB,Female,2004,42
0-14,PUNJAB,Female,2005,6
0-14,PUNJAB,Female,2006,48
0-14,PUNJAB,Female,2007,39
0-14,PUNJAB,Female,2008,30
0-14,PUNJAB,Female,2009,15
0-14,PUNJAB,Female,2010,9
0-14,PUNJAB,Female,2011,0
0-14,PUNJAB,Female,2012,6
0-14,PUNJAB,Male,2001,3
0-14,PUNJAB,Male,2002,51
0-14,PUNJAB,Male,2003,9
0-14,PUNJAB,Male,2004,12
0-14,PUNJAB,Male,2005,0
0-14,PUNJAB,Male,2006,33
0-14,PUNJAB,Male,2007,15
0-14,PUNJAB,Male,2008,24
0-14,PUNJAB,Male,2009,33
0-14,PUNJAB,Male,2010,30
0-14,PUNJAB,Male,2011,0
0-14,PUNJAB,Male,2012,21
0-14,RAJASTHAN,Female,2001,183
0-14,RAJASTHAN,Female,2002,90
0-14,RAJASTHAN,Female,2003,108
0-14,RAJASTHAN,Female,2004,129
0-14,RAJASTHAN,Female,2005,150
0-14,RAJASTHAN,Female,2006,138
0-14,RAJASTHAN,Female,2007,108
0-14,RAJASTHAN,Female,2008,204
0-14,RAJASTHAN,Female,2009,186
0-14,RAJASTHAN,Female,2010,201
0-14,RAJASTHAN,Female,2011,81
0-14,RAJASTHAN,Female,2012,120
0-14,RAJASTHAN,Male,2001,258
0-14,RAJASTHAN,Male,2002,195
0-14,RAJASTHAN,Male,2003,198
0-14,RAJASTHAN,Male,2004,198
0-14,RAJASTHAN,Male,2005,264
0-14,RAJASTHAN,Male,2006,177
0-14,RAJASTHAN,Male,2007,234
0-14,RAJASTHAN,Male,2008,354
0-14,RAJASTHAN,Male,2009,297
0-14,RAJASTHAN,Male,2010,270
0-14,RAJASTHAN,Male,2011,189
0-14,RAJASTHAN,Male,2012,204
0-14,SIKKIM,Female,2001,6
0-14,SIKKIM,Female,2002,3
0-14,SIKKIM,Female,2003,0
0-14,SIKKIM,Female,2004,0
0-14,SIKKIM,Female,2005,6
0-14,SIKKIM,Female,2006,9
0-14,SIKKIM,Female,2007,21
0-14,SIKKIM,Female,2008,0
0-14,SIKKIM,Female,2009,9
0-14,SIKKIM,Female,2010,0
0-14,SIKKIM,Female,2011,6
0-14,SIKKIM,Female,2012,18
0-14,SIKKIM,Male,2001,0
0-14,SIKKIM,Male,2002,9
0-14,SIKKIM,Male,2003,3
0-14,SIKKIM,Male,2004,0
0-14,SIKKIM,Male,2005,6
0-14,SIKKIM,Male,2006,12
0-14,SIKKIM,Male,2007,15
0-14,SIKKIM,Male,2008,6
0-14,SIKKIM,Male,2009,9
0-14,SIKKIM,Male,2010,63
0-14,SIKKIM,Male,2011,12
0-14,SIKKIM,Male,2012,15
0-14,TAMIL NADU,Female,2001,435
0-14,TAMIL NADU,Female,2002,435
0-14,TAMIL NADU,Female,2003,498
0-14,TAMIL NADU,Female,2004,528
0-14,TAMIL NADU,Female,2005,516
0-14,TAMIL NADU,Female,2006,240
0-14,TAMIL NADU,Female,2007,249
0-14,TAMIL NADU,Female,2008,249
0-14,TAMIL NADU,Female,2009,432
0-14,TAMIL NADU,Female,2010,555
0-14,TAMIL NADU,Female,2011,588
0-14,TAMIL NADU,Female,2012,546
0-14,TAMIL NADU,Male,2001,438
0-14,TAMIL NADU,Male,2002,297
