Age_group,State,Gender,Year,Total
30-44,CHHATTISGARH,Male,2011,4503
30-44,CHHATTISGARH,Male,2012,4182
30-44,D & N HAVELI,Female,2001,12
30-44,D & N HAVELI,Female,2002,9
30-44,D & N HAVELI,Female,2003,21
30-44,D & N HAVELI,Female,2004,15
30-44,D & N HAVELI,Female,2005,24
30-44,D & N HAVELI,Female,2006,18
30-44,D & N HAVELI,Female,2007,24
30-44,D & N HAVELI,Female,2008,18
30-44,D & N HAVELI,Female,2009,12
30-44,D & N HAVELI,Female,2010,12
30-44,D & N HAVELI,Female,2011,15
30-44,D & N HAVELI,Female,2012,6
30-44,D & N HAVELI,Male,2001,30
30-44,D & N HAVELI,Male,2002,24
30-44,D & N HAVELI,Male,2003,24
30-44,D & N HAVELI,Male,2004,18
30-44,D & N HAVELI,Male,2005,39
30-44,D & N HAVELI,Male,2006,15
30-44,D & N HAVELI,Male,2007,42
30-44,D & N HAVELI,Male,2008,33
30-44,D & N HAVELI,Male,2009,30
30-44,D & N HAVELI,Male,2010,36
30-44,D & N HAVELI,Male,2011,24
30-44,D & N HAVELI,Male,2012,48
30-44,DAMAN & DIU,Female,2001,0
30-44,DAMAN & DIU,Female,2002,3
30-44,DAMAN & DIU,Female,2003,6
30-44,DAMAN & DIU,Female,2004,0
30-44,DAMAN & DIU,Female,2005,6
30-44,DAMAN & DIU,Female,2006,3
30-44,DAMAN & DIU,Female,2007,6
30-44,DAMAN & DIU,Female,2008,0
30-44,DAMAN & DIU,Female,2009,15
30-44,DAMAN & DIU,Female,2010,6
30-44,DAMAN & DIU,Female,2011,3
30-44,DAMAN & DIU,Female,2012,15
30-44,DAMAN & DIU,Male,2001,18
30-44,DAMAN & DIU,Male,2002,27
30-44,DAMAN & DIU,Male,2003,23
30-44,DAMAN & DIU,Male,2004,9
30-44,DAMAN & DIU,Male,2005,11
30-44,DAMAN & DIU,Male,2006,15
30-44,DAMAN & DIU,Male,2007,3
30-44,DAMAN & DIU,Male,2008,12
30-44,DAMAN & DIU,Male,2009,6
30-44,DAMAN & DIU,Male,2010,18
30-44,DAMAN & DIU,Male,2011,18
30-44,DAMAN & DIU,Male,2012,39
30-44,DELHI (UT),Female,2001,471
30-44,DELHI (UT),Female,2002,378
30-44,DELHI (UT),Female,2003,336
30-44,DELHI (UT),Female,2004,351
30-44,DELHI (UT),Female,2005,420
30-44,DELHI (UT),Female,2006,444
30-44,DELHI (UT),Female,2007,384
30-44,DELHI (UT),Female,2008,341
30-44,DELHI (UT),Female,2009,375
30-44,DELHI (UT),Female,2010,450
30-44,DELHI (UT),Female,2011,405
30-44,DELHI (UT),Female,2012,477
30-44,DELHI (UT),Male,2001,780
30-44,DELHI (UT),Male,2002,654
30-44,DELHI (UT),Male,2003,834
30-44,DELHI (UT),Male,2004,894
30-44,DELHI (UT),Male,2005,792
30-44,DELHI (UT),Male,2006,1020
30-44,DELHI (UT),Male,2007,1125
30-44,DELHI (UT),Male,2008,858
30-44,DELHI (UT),Male,2009,975
30-44,DELHI (UT),Male,2010,1017
30-44,DELHI (UT),Male,2011,1101
30-44,DELHI (UT),Male,2012,1278
30-44,GOA,Female,2001,96
30-44,GOA,Female,2002,78
30-44,GOA,Female,2003,54
30-44,GOA,Female,2004,93
30-44,GOA,Female,2005,45
30-44,GOA,Female,2006,66
30-44,GOA,Female,2007,75
30-44,GOA,Female,2008,78
30-44,GOA,Female,2009,66
30-44,GOA,Female,2010,63
30-44,GOA,Female,2011,78
30-44,GOA,Female,2012,90
30-44,GOA,Male,2001,219
30-44,GOA,Male,2002,270
30-44,GOA,Male,2003,288
30-44,GOA,Male,2004,246
30-44,GOA,Male,2005,255
30-44,GOA,Male,2006,207
30-44,GOA,Male,2007,207
30-44,GOA,Male,2008,252
30-44,GOA,Male,2009,216
30-44,GOA,Male,2010,243
30-44,GOA,Male,2011,243
30-44,GOA,Male,2012,234
30-44,GUJARAT,Female,2001,1971
30-44,GUJARAT,Female,2002,1770
30-44,GUJARAT,Female,2003,1743
30-44,GUJARAT,Female,2004,1812
30-44,GUJARAT,Female,2005,1803
30-44,GUJARAT,Female,2006,1842
30-44,GUJARAT,Female,2007,2064
30-44,GUJARAT,Female,2008,2358
30-44,GUJARAT,Female,2009,2313
30-44,GUJARAT,Female,2010,2166
30-44,GUJARAT,Female,2011,2265
30-44,GUJARAT,Female,2012,2532
30-44,GUJARAT,Male,2001,3057
30-44,GUJARAT,Male,2002,2988
30-44,GUJARAT,Male,2003,2988
30-44,GUJARAT,Male,2004,3111
30-44,GUJARAT,Male,2005,3246
30-44,GUJARAT,Male,2006,3402
30-44,GUJARAT,Male,2007,3798
30-44,GUJARAT,Male,2008,4266
30-44,GUJARAT,Male,2009,4212
30-44,GUJARAT,Male,2010,4236
30-44,GUJARAT,Male,2011,4194
30-44,GUJARAT,Male,2012,4764
30-44,HARYANA,Female,2001,660
30-44,HARYANA,Female,2002,609
30-44,HARYANA,Female,2003,555
30-44,HARYANA,Female,2004,612
30-44,HARYANA,Female,2005,561
30-44,HARYANA,Female,2006,531
30-44,HARYANA,Female,2007,516
30-44,HARYANA,Female,2008,765
30-44,HARYANA,Female,2009,735
30-44,HARYANA,Female,2010,726
30-44,HARYANA,Female,2011,756
30-44,HARYANA,Female,2012,702
30-44,HARYANA,Male,2001,1497
30-44,HARYANA,Male,2002,1869
30-44,HARYANA,Male,2003,1806
30-44,HARYANA,Male,2004,1632
30-44,HARYANA,Male,2005,1824
30-44,HARYANA,Male,2006,2103
30-44,HARYANA,Male,2007,2160
30-44,HARYANA,Male,2008,2322
30-44,HARYANA,Male,2009,1977
30-44,HARYANA,Male,2010,2214
30-44,HARYANA,Male,2011,2655
30-44,HARYANA,Male,2012,2211
30-44,HIMACHAL PRADESH,Female,2001,114
30-44,HIMACHAL PRADESH,Female,2002,111
30-44,HIMACHAL PRADESH,Female,2003,138
30-44,HIMACHAL PRADESH,Female,2004,126
30-44,HIMACHAL PRADESH,Female,2005,141
30-44,HIMACHAL PRADESH,Female,2006,129
30-44,HIMACHAL PRADESH,Female,2007,138
30-44,HIMACHAL PRADESH,Female,2008,171
30-44,HIMACHAL PRADESH,Female,2009,165
30-44,HIMACHAL PRADESH,Female,2010,153
30-44,HIMACHAL PRADESH,Female,2011,186
30-44,HIMACHAL PRADESH,Female,2012,156
30-44,HIMACHAL PRADESH,Male,2001,192
30-44,HIMACHAL PRADESH,Male,2002,246
30-44,HIMACHAL PRADESH,Male,2003,243
30-44,HIMACHAL PRADESH,Male,2004,231
30-44,HIMACHAL PRADESH,Male,2005,258
30-44,HIMACHAL PRADESH,Male,2006,363
30-44,HIMACHAL PRADESH,Male,2007,294
30-44,HIMACHAL PRADESH,Male,2008,345
30-44,HIMACHAL PRADESH,Male,2009,384
30-44,HIMACHAL PRADESH,Male,2010,375
30-44,HIMACHAL PRADESH,Male,2011,264
30-44,HIMACHAL PRADESH,Male,2012,357
30-44,JAMMU & KASHMIR,Female,2001,63
30-44,JAMMU & KASHMIR,Female,2002,63
30-44,JAMMU & KASHMIR,Female,2003,63
30-44,JAMMU & KASHMIR,Female,2004,87
30-44,JAMMU & KASHMIR,Female,2005,108
30-44,JAMMU & KASHMIR,Female,2006,99
30-44,JAMMU & KASHMIR,Female,2007,72
30-44,JAMMU & KASHMIR,Female,2008,153
30-44,JAMMU & KASHMIR,Female,2009,162
30-44,JAMMU & KASHMIR,Female,2010,117
30-44,JAMMU & KASHMIR,Female,2011,115
30-44,JAMMU & KASHMIR,Female,2012,204
30-44,JAMMU & KASHMIR,Male,2001,93
30-44,JAMMU & KASHMIR,Male,2002,108
30-44,JAMMU & KASHMIR,Male,2003,57
30-44,JAMMU & KASHMIR,Male,2004,48
30-44,JAMMU & KASHMIR,Male,2005,177
30-44,JAMMU & KASHMIR,Male,2006,168
30-44,JAMMU & KASHMIR,Male,2007,171
30-44,JAMMU & KASHMIR,Male,2008,189
30-44,JAMMU & KASHMIR,Male,2009,222
30-44,JAMMU & KASHMIR,Male,2010,120
30-44,JAMMU & KASHMIR,Male,2011,159
30-44,JAMMU & KASHMIR,Male,2012,222
30-44,JHARKHAND,Female,2001,93
30-44,JHARKHAND,Female,2002,120
30-44,JHARKHAND,Female,2003,120
30-44,JHARKHAND,Female,2004,210
30-44,JHARKHAND,Female,2005,384
30-44,JHARKHAND,Female,2006,360
30-44,JHARKHAND,Female,2007,387
30-44,JHARKHAND,Female,2008,324
30-44,JHARKHAND,Female,2009,362
30-44,JHARKHAND,Female,2010,426
30-44,JHARKHAND,Female,2011,381
30-44,JHARKHAND,Female,2012,456
30-44,JHARKHAND,Male,2001,168
30-44,JHARKHAND,Male,2002,156
30-44,JHARKHAND,Male,2003,156
30-44,JHARKHAND,Male,2004,240
30-44,JHARKHAND,Male,2005,561
30-44,JHARKHAND,Male,2006,579
30-44,JHARKHAND,Male,2007,948
30-44,JHARKHAND,Male,2008,714
30-44,JHARKHAND,Male,2009,816
30-44,JHARKHAND,Male,2010,825
30-44,JHARKHAND,Male,2011,789
30-44,JHARKHAND,Male,2012,801
30-44,KARNATAKA,Female,2001,3354
30-44,KARNATAKA,Female,2002,3846
30-44,KARNATAKA,Female,2003,3843
30-44,KARNATAKA,Female,2004,3693
30-44,KARNATAKA,Female,2005,3678
30-44,KARNATAKA,Female,2006,3975
30-44,KARNATAKA,Female,2007,3705
30-44,KARNATAKA,Female,2008,3783
30-44,KARNATAKA,Female,2009,3756
30-44,KARNATAKA,Female,2010,3744
30-44,KARNATAKA,Female,2011,3789
30-44,KARNATAKA,Female,2012,3789
30-44,KARNATAKA,Male,2001,8640
30-44,KARNATAKA,Male,2002,9093
30-44,KARNATAKA,Male,2003,8685
30-44,KARNATAKA,Male,2004,8784
30-44,KARNATAKA,Male,2005,8073
30-44,KARNATAKA,Male,2006,8520
30-44,KARNATAKA,Male,2007,8952
30-44,KARNATAKA,Male,2008,8610
30-44,KARNATAKA,Male,2009,8709
30-44,KARNATAKA,Male,2010,8595
30-44,KARNATAKA,Male,2011,9132
30-44,KARNATAKA,Male,2012,9471
30-44,KERALA,Female,2001,2394
30-44,KERALA,Female,2002,2520
30-44,KERALA,Female,2003,1941
30-44,KERALA,Female,2004,1962
30-44,KERALA,Female,2005,1896
30-44,KERALA,Female,2006,1920
30-44,KERALA,Female,2007,2043
30-44,KERALA,Female,2008,2076
30-44,KERALA,Female,2009,1848
30-44,KERALA,Female,2010,1878
30-44,KERALA,Female,2011,1980
30-44,KERALA,Female,2012,1590
30-44,KERALA,Male,2001,6321
30-44,KERALA,Male,2002,6588
30-44,KERALA,Male,2003,6096
30-44,KERALA,Male,2004,6201
30-44,KERALA,Male,2005,6357
30-44,KERALA,Male,2006,5973
30-44,KERALA,Male,2007,6207
30-44,KERALA,Male,2008,6144
30-44,KERALA,Male,2009,5937
30-44,KERALA,Male,2010,5919
30-44,KERALA,Male,2011,5700
30-44,KERALA,Male,2012,5928
30-44,LAKSHADWEEP,Female,2001,0
30-44,LAKSHADWEEP,Female,2002,0
30-44,LAKSHADWEEP,Female,2003,0
30-44,LAKSHADWEEP,Female,2004,0
30-44,LAKSHADWEEP,Female,2005,0
30-44,LAKSHADWEEP,Female,2006,0
30-44,LAKSHADWEEP,Female,2007,0
30-44,LAKSHADWEEP,Female,2008,0
30-44,LAKSHADWEEP,Female,2009,3
30-44,LAKSHADWEEP,Female,2010,3
30-44,LAKSHADWEEP,Female,2011,0
30-44,LAKSHADWEEP,Female,2012,0
30-44,LAKSHADWEEP,Male,2001,0
30-44,LAKSHADWEEP,Male,2002,0
30-44,LAKSHADWEEP,Male,2003,0
30-44,LAKSHADWEEP,Male,2004,0
30-44,LAKSHADWEEP,Male,2005,0
30-44,LAKSHADWEEP,Male,2006,3
30-44,LAKSHADWEEP,Male,2007,3
30-44,LAKSHADWEEP,Male,2008,0
30-44,LAKSHADWEEP,Male,2009,0
30-44,LAKSHADWEEP,Male,2010,0
30-44,LAKSHADWEEP,Male,2011,0
30-44,LAKSHADWEEP,Male,2012,3
30-44,MADHYA PRADESH,Female,2001,2436
30-44,MADHYA PRADESH,Female,2002,2583
30-44,MADHYA PRADESH,Female,2003,2580
30-44,MADHYA PRADESH,Female,2004,2457
30-44,MADHYA PRADESH,Female,2005,2052
30-44,MADHYA PRADESH,Female,2006,2670
30-44,MADHYA PRADESH,Female,2007,2178
30-44,MADHYA PRADESH,Female,2008,2835
30-44,MADHYA PRADESH,Female,2009,3426
30-44,MADHYA PRADESH,Female,2010,3315
30-44,MADHYA PRADESH,Female,2011,3561
30-44,MADHYA PRADESH,Female,2012,3342
30-44,MADHYA PRADESH,Male,2001,3387
30-44,MADHYA PRADESH,Male,2002,3354
30-44,MADHYA PRADESH,Male,2003,3642
30-44,MADHYA PRADESH,Male,2004,3606
30-44,MADHYA PRADESH,Male,2005,2847
30-44,MADHYA PRADESH,Male,2006,3681
30-44,MADHYA PRADESH,Male,2007,3378
30-44,MADHYA PRADESH,Male,2008,4503
30-44,MADHYA PRADESH,Male,2009,4752
30-44,MADHYA PRADESH,Male,2010,5004
30-44,MADHYA PRADESH,Male,2011,5277
30-44,MADHYA PRADESH,Male,2012,5964
30-44,MAHARASHTRA,Female,2001,4821
30-44,MAHARASHTRA,Female,2002,4449
30-44,MAHARASHTRA,Female,2003,4656
30-44,MAHARASHTRA,Female,2004,4059
30-44,MAHARASHTRA,Female,2005,3888
30-44,MAHARASHTRA,Female,2006,4098
30-44,MAHARASHTRA,Female,2007,3783
30-44,MAHARASHTRA,Female,2008,3753
30-44,MAHARASHTRA,Female,2009,3882
30-44,MAHARASHTRA,Female,2010,4002
30-44,MAHARASHTRA,Female,2011,4266
30-44,MAHARASHTRA,Female,2012,3939
30-44,MAHARASHTRA,Male,2001,11010
30-44,MAHARASHTRA,Male,2002,11010
30-44,MAHARASHTRA,Male,2003,11241
30-44,MAHARASHTRA,Male,2004,11214
30-44,MAHARASHTRA,Male,2005,10893
30-44,MAHARASHTRA,Male,2006,12126
30-44,MAHARASHTRA,Male,2007,11724
30-44,MAHARASHTRA,Male,2008,11175
30-44,MAHARASHTRA,Male,2009,11058
30-44,MAHARASHTRA,Male,2010,11916
30-44,MAHARASHTRA,Male,2011,11880
30-44,MAHARASHTRA,Male,2012,11994
30-44,MANIPUR,Female,2001,15
30-44,MANIPUR,Female,2002,3
30-44,MANIPUR,Female,2003,0
30-44,MANIPUR,Female,2004,9
30-44,MANIPUR,Female,2005,6
30-44,MANIPUR,Female,2006,3
30-44,MANIPUR,Female,2007,18
30-44,MANIPUR,Female,2008,6
30-44,MANIPUR,Female,2009,9
30-44,MANIPUR,Female,2010,12
30-44,MANIPUR,Female,2011,6
30-44,MANIPUR,Female,2012,12
30-44,MANIPUR,Male,2001,15
30-44,MANIPUR,Male,2002,24
30-44,MANIPUR,Male,2003,18
30-44,MANIPUR,Male,2004,36
30-44,MANIPUR,Male,2005,51
30-44,MANIPUR,Male,2006,33
30-44,MANIPUR,Male,2007,51
30-44,MANIPUR,Male,2008,36
30-44,MANIPUR,Male,2009,33
30-44,MANIPUR,Male,2010,39
30-44,MANIPUR,Male,2011,27
30-44,MANIPUR,Male,2012,27
30-44,MEGHALAYA,Female,2001,6
30-44,MEGHALAYA,Female,2002,18
30-44,MEGHALAYA,Female,2003,6
30-44,MEGHALAYA,Female,2004,6
30-44,MEGHALAYA,Female,2005,15
30-44,MEGHALAYA,Female,2006,15
30-44,MEGHALAYA,Female,2007,36
30-44,MEGHALAYA,Female,2008,36
30-44,MEGHALAYA,Female,2009,18
30-44,MEGHALAYA,Female,2010,26
30-44,MEGHALAYA,Female,2011,39
30-44,MEGHALAYA,Female,2012,21
30-44,MEGHALAYA,Male,2001,108
30-44,MEGHALAYA,Male,2002,63
30-44,MEGHALAYA,Male,2003,42
30-44,MEGHALAYA,Male,2004,54
30-44,MEGHALAYA,Male,2005,42
30-44,MEGHALAYA,Male,2006,57
30-44,MEGHALAYA,Male,2007,63
30-44,MEGHALAYA,Male,2008,81
30-44,MEGHALAYA,Male,2009,33
30-44,MEGHALAYA,Male,2010,69
30-44,MEGHALAYA,Male,2011,72
30-44,MEGHALAYA,Male,2012,90
30-44,MIZORAM,Female,2001,6
30-44,MIZORAM,Female,2002,6
30-44,MIZORAM,Female,2003,21
30-44,MIZORAM,Female,2004,3
30-44,MIZORAM,Female,2005,12
30-44,MIZORAM,Female,2006,6
30-44,MIZORAM,Female,2007,9
30-44,MIZORAM,Female,2008,9
30-44,MIZORAM,Female,2009,6
30-44,MIZORAM,Female,2010,3
30-44,MIZORAM,Female,2011,18
30-44,MIZORAM,Female,2012,3
30-44,MIZORAM,Male,2001,30
30-44,MIZORAM,Male,2002,57
30-44,MIZORAM,Male,2003,48
30-44,MIZORAM,Male,2004,51
30-44,MIZORAM,Male,2005,60
30-44,MIZORAM,Male,2006,66
30-44,MIZORAM,Male,2007,24
30-44,MIZORAM,Male,2008,48
30-44,MIZORAM,Male,2009,75
30-44,MIZORAM,Male,2010,75
30-44,MIZORAM,Male,2011,87
30-44,MIZORAM,Male,2012,171
30-44,NAGALAND,Female,2001,15
30-44,NAGALAND,Female,2002,9
30-44,NAGALAND,Female,2003,0
30-44,NAGALAND,Female,2004,6
30-44,NAGALAND,Female,2005,9
30-44,NAGALAND,Female,2006,12
30-44,NAGALAND,Female,2007,12
30-44,NAGALAND,Female,2008,6
30-44,NAGALAND,Female,2009,6
30-44,NAGALAND,Female,2010,0
30-44,NAGALAND,Female,2011,6
30-44,NAGALAND,Female,2012,3
30-44,NAGALAND,Male,2001,45
30-44,NAGALAND,Male,2002,45
30-44,NAGALAND,Male,2003,33
30-44,NAGALAND,Male,2004,39
30-44,NAGALAND,Male,2005,39
30-44,NAGALAND,Male,2006,18
30-44,NAGALAND,Male,2007,21
30-44,NAGALAND,Male,2008,60
30-44,NAGALAND,Male,2009,21
30-44,NAGALAND,Male,2010,18
30-44,NAGALAND,Male,2011,33
30-44,NAGALAND,Male,2012,24
30-44,ODISHA,Female,2001,2037
30-44,ODISHA,Female,2002,1698
30-44,ODISHA,Female,2003,1449
30-44,ODISHA,Female,2004,1488
30-44,ODISHA,Female,2005,1716
30-44,ODISHA,Female,2006,1695
30-44,ODISHA,Female,2007,1668
30-44,ODISHA,Female,2008,1788
30-44,ODISHA,Female,2009,1791
30-44,ODISHA,Female,2010,1662
30-44,ODISHA,Female,2011,2115
30-44,ODISHA,Female,2012,2163
30-44,ODISHA,Male,2001,2127
30-44,ODISHA,Male,2002,2835
30-44,ODISHA,Male,2003,2727
30-44,ODISHA,Male,2004,2712
30-44,ODISHA,Male,2005,2757
30-44,ODISHA,Male,2006,2610
30-44,ODISHA,Male,2007,2544
30-44,ODISHA,Male,2008,3063
30-44,ODISHA,Male,2009,2742
30-44,ODISHA,Male,2010,2526
30-44,ODISHA,Male,2011,3078
30-44,ODISHA,Male,2012,2892
30-44,PUDUCHERRY,Female,2001,153
30-44,PUDUCHERRY,Female,2002,123
30-44,PUDUCHERRY,Female,2003,96
30-44,PUDUCHERRY,Female,2004,194
30-44,PUDUCHERRY,Female,2005,168
30-44,PUDUCHERRY,Female,2006,114
30-44,PUDUCHERRY,Female,2007,156
30-44,PUDUCHERRY,Female,2008,138
30-44,PUDUCHERRY,Female,2009,135
30-44,PUDUCHERRY,Female,2010,126
30-44,PUDUCHERRY,Female,2011,102
30-44,PUDUCHERRY,Female,2012,162
30-44,PUDUCHERRY,Male,2001,345
30-44,PUDUCHERRY,Male,2002,477
30-44,PUDUCHERRY,Male,2003,438
30-44,PUDUCHERRY,Male,2004,363
30-44,PUDUCHERRY,Male,2005,387
30-44,PUDUCHERRY,Male,2006,411
30-44,PUDUCHERRY,Male,2007,399
30-44,PUDUCHERRY,Male,2008,366
30-44,PUDUCHERRY,Male,2009,276
30-44,PUDUCHERRY,Male,2010,423
30-44,PUDUCHERRY,Male,2011,432
30-44,PUDUCHERRY,Male,2012,381
30-44,PUNJAB,Female,2001,198
30-44,PUNJAB,Female,2002,105
30-44,PUNJAB,Female,2003,150
30-44,PUNJAB,Female,2004,117
30-44,PUNJAB,Female,2005,120
30-44,PUNJAB,Female,2006,147
30-44,PUNJAB,Female,2007,207
30-44,PUNJAB,Female,2008,249
30-44,PUNJAB,Female,2009,183
30-44,PUNJAB,Female,2010,183
30-44,PUNJAB,Female,2011,225
30-44,PUNJAB,Female,2012,300
30-44,PUNJAB,Male,2001,192
30-44,PUNJAB,Male,2002,387
30-44,PUNJAB,Male,2003,468
30-44,PUNJAB,Male,2004,549
30-44,PUNJAB,Male,2005,501
30-44,PUNJAB,Male,2006,633
30-44,PUNJAB,Male,2007,648
30-44,PUNJAB,Male,2008,747
30-44,PUNJAB,Male,2009,660
30-44,PUNJAB,Male,2010,777
30-44,PUNJAB,Male,2011,873
30-44,PUNJAB,Male,2012,897
30-44,RAJASTHAN,Female,2001,1161
30-44,RAJASTHAN,Female,2002,1119
30-44,RAJASTHAN,Female,2003,1230
30-44,RAJASTHAN,Female,2004,1281
30-44,RAJASTHAN,Female,2005,1389
30-44,RAJASTHAN,Female,2006,1407
30-44,RAJASTHAN,Female,2007,1398
30-44,RAJASTHAN,Female,2008,1647
30-44,RAJASTHAN,Female,2009,1644
30-44,RAJASTHAN,Female,2010,1590
30-44,RAJASTHAN,Female,2011,1389
30-44,RAJASTHAN,Female,2012,1686
30-44,RAJASTHAN,Male,2001,2139
30-44,RAJASTHAN,Male,2002,2289
30-44,RAJASTHAN,Male,2003,2637
30-44,RAJASTHAN,Male,2004,2793
30-44,RAJASTHAN,Male,2005,3375
30-44,RAJASTHAN,Male,2006,3516
30-44,RAJASTHAN,Male,2007,3543
30-44,RAJASTHAN,Male,2008,4245
30-44,RAJASTHAN,Male,2009,4026
30-44,RAJASTHAN,Male,2010,3864
30-44,RAJASTHAN,Male,2011,3168
30-44,RAJASTHAN,Male,2012,3480
30-44,SIKKIM,Female,2001,48
30-44,SIKKIM,Female,2002,15
30-44,SIKKIM,Female,2003,24
30-44,SIKKIM,Female,2004,27
30-44,SIKKIM,Female,2005,57
30-44,SIKKIM,Female,2006,39
30-44,SIKKIM,Female,2007,24
30-44,SIKKIM,Female,2008,78
30-44,SIKKIM,Female,2009,86
30-44,SIKKIM,Female,2010,57
30-44,SIKKIM,Female,2011,66
30-44,SIKKIM,Female,2012,90
30-44,SIKKIM,Male,2001,81
30-44,SIKKIM,Male,2002,50
30-44,SIKKIM,Male,2003,48
30-44,SIKKIM,Male,2004,51
30-44,SIKKIM,Male,2005,51
30-44,SIKKIM,Male,2006,93
30-44,SIKKIM,Male,2007,72
30-44,SIKKIM,Male,2008,207
30-44,SIKKIM,Male,2009,69
30-44,SIKKIM,Male,2010,213
30-44,SIKKIM,Male,2011,108
30-44,SIKKIM,Male,2012,78
30-44,TAMIL NADU,Female,2001,4332
30-44,TAMIL NADU,Female,2002,3954
30-44,TAMIL NADU,Female,2003,4731
30-44,TAMIL NADU,Female,2004,4665
30-44,TAMIL NADU,Female,2005,4095
30-44,TAMIL NADU,Female,2006,4863
30-44,TAMIL NADU,Female,2007,5106
30-44,TAMIL NADU,Female,2008,5343
30-44,TAMIL NADU,Female,2009,5307
30-44,TAMIL NADU,Female,2010,5382
30-44,TAMIL NADU,Female,2011,5478
30-44,TAMIL NADU,Female,2012,5331
30-44,TAMIL NADU,Male,2001,8046
30-44,TAMIL NADU,Male,2002,7656
30-44,TAMIL NADU,Male,2003,7554
30-44,TAMIL NADU,Male,2004,8259
30-44,TAMIL NADU,Male,2005,8121
30-44,TAMIL NADU,Male,2006,8391
30-44,TAMIL NADU,Male,2007,9711
30-44,TAMIL NADU,Male,2008,9795
30-44,TAMIL NADU,Male,2009,9522
30-44,TAMIL NADU,Male,2010,10536
30-44,TAMIL NADU,Male,2011,11931
30-44,TAMIL NADU,Male,2012,11688
30-44,TRIPURA,Female,2001,561
30-44,TRIPURA,Female,2002,276
30-44,TRIPURA,Female,2003,426
30-44,TRIPURA,Female,2004,315
30-44,TRIPURA,Female,2005,234
30-44,TRIPURA,Female,2006,354
30-44,TRIPURA,Female,2007,300
30-44,TRIPURA,Female,2008,288
30-44,TRIPURA,Female,2009,186
30-44,TRIPURA,Female,2010,240
30-44,TRIPURA,Female,2011,159
30-44,TRIPURA,Female,2012,255
30-44,TRIPURA,Male,2001,582
30-44,TRIPURA,Male,2002,537
30-44,TRIPURA,Male,2003,564
30-44,TRIPURA,Male,2004,402
30-44,TRIPURA,Male,2005,381
30-44,TRIPURA,Male,2006,501
30-44,TRIPURA,Male,2007,423
30-44,TRIPURA,Male,2008,501
30-44,TRIPURA,Male,2009,462
30-44,TRIPURA,Male,2010,426
30-44,TRIPURA,Male,2011,399
30-44,TRIPURA,Male,2012,633
30-44,UTTAR PRADESH,Female,2001,1611
30-44,UTTAR PRADESH,Female,2002,1563
30-44,UTTAR PRADESH,Female,2003,1290
30-44,UTTAR PRADESH,Female,2004,1338
30-44,UTTAR PRADESH,Female,2005,1419
30-44,UTTAR PRADESH,Female,2006,1086
30-44,UTTAR PRADESH,Female,2007,1671
30-44,UTTAR PRADESH,Female,2008,1557
30-44,UTTAR PRADESH,Female,2009,1593
30-44,UTTAR PRADESH,Female,2010,1515
30-44,UTTAR PRADESH,Female,2011,1848
30-44,UTTAR PRADESH,Female,2012,1773
30-44,UTTAR PRADESH,Male,2001,1635
30-44,UTTAR PRADESH,Male,2002,2298
30-44,UTTAR PRADESH,Male,2003,1866
30-44,UTTAR PRADESH,Male,2004,1941
30-44,UTTAR PRADESH,Male,2005,1839
30-44,UTTAR PRADESH,Male,2006,2019
30-44,UTTAR PRADESH,Male,2007,1884
30-44,UTTAR PRADESH,Male,2008,2274
30-44,UTTAR PRADESH,Male,2009,2295
30-44,UTTAR PRADESH,Male,2010,1740
30-44,UTTAR PRADESH,Male,2011,2991
30-44,UTTAR PRADESH,Male,2012,2526
30-44,UTTARAKHAND,Female,2001,123
30-44,UTTARAKHAND,Female,2002,150
30-44,UTTARAKHAND,Female,2003,95
30-44,UTTARAKHAND,Female,2004,66
30-44,UTTARAKHAND,Female,2005,78
30-44,UTTARAKHAND,Female,2006,165
30-44,UTTARAKHAND,Female,2007,105
30-44,UTTARAKHAND,Female,2008,45
30-44,UTTARAKHAND,Female,2009,126
30-44,UTTARAKHAND,Female,2010,87
30-44,UTTARAKHAND,Female,2011,132
30-44,UTTARAKHAND,Female,2012,141
30-44,UTTARAKHAND,Male,2001,273
30-44,UTTARAKHAND,Male,2002,180
30-44,UTTARAKHAND,Male,2003,273
30-44,UTTARAKHAND,Male,2004,159
30-44,UTTARAKHAND,Male,2005,198
30-44,UTTARAKHAND,Male,2006,210
30-44,UTTARAKHAND,Male,2007,180
30-44,UTTARAKHAND,Male,2008,100
30-44,UTTARAKHAND,Male,2009,165
30-44,UTTARAKHAND,Male,2010,171
30-44,UTTARAKHAND,Male,2011,219
30-44,UTTARAKHAND,Male,2012,318
30-44,WEST BENGAL,Female,2001,6045
30-44,WEST BENGAL,Female,2002,5964
30-44,WEST BENGAL,Female,2003,5685
30-44,WEST BENGAL,Female,2004,5808
30-44,WEST BENGAL,Female,2005,5757
30-44,WEST BENGAL,Female,2006,5739
30-44,WEST BENGAL,Female,2007,6534
30-44,WEST BENGAL,Female,2008,6480
30-44,WEST BENGAL,Female,2009,6393
30-44,WEST BENGAL,Female,2010,7131
30-44,WEST BENGAL,Female,2011,6978
30-44,WEST BENGAL,Female,2012,2327
30-44,WEST BENGAL,Male,2001,7278
30-44,WEST BENGAL,Male,2002,7062
30-44,WEST BENGAL,Male,2003,7854
30-44,WEST BENGAL,Male,2004,7650
30-44,WEST BENGAL,Male,2005,8703
30-44,WEST BENGAL,Male,2006,10425
30-44,WEST BENGAL,Male,2007,9618
